G,F,P,category,type,sector,score,classification,desc
5,2,2,Projet/Programme,Commercial,Agriculture,20,Faible,
4,2,5,Projet/Programme,Financier,Innovation,40,Moyen,
4,4,1,Industriel,Cyber & SSI,PME,16,Faible,
4,3,4,Industriel,Commercial,Agriculture,48,Moyen,
4,4,2,Qualité,Financier,Innovation,32,Moyen,
5,1,2,Industriel,Commercial,Agriculture,10,Faible,
2,3,5,Projet/Programme,Technique,Startup,30,Moyen,
1,4,2,Projet/Programme,Technique,Startup,8,Faible,
2,4,4,Qualité,Technique,TPE,32,Moyen,
5,1,1,Industriel,Financier,ETI,5,Faible,
4,2,2,Projet/Programme,Technique,Agriculture,16,Faible,
4,4,5,Projet/Programme,Technique,PME,80,Eleve,
2,4,5,Qualité,Commercial,PME,40,Moyen,
5,2,5,Industriel,Financier,ETI,50,Moyen,
4,1,4,Industriel,Financier,Technologie,16,Faible,
1,1,3,Projet/Programme,Commercial,Technologie,3,Faible,
2,4,4,Projet/Programme,Commercial,Agriculture,32,Moyen,
2,4,2,Projet/Programme,Technique,Agriculture,16,Faible,
5,2,3,Projet/Programme,Technique,TPE,30,Moyen,
4,2,4,Industriel,Commercial,TPE,32,Moyen,
2,2,4,Qualité,Financier,ETI,16,Faible,
5,4,5,Industriel,Cyber & SSI,ETI,100,Eleve,
3,4,3,Projet/Programme,Commercial,TPE,36,Moyen,
5,1,2,Industriel,Cyber & SSI,Startup,10,Faible,
4,3,4,Industriel,Commercial,Agriculture,48,Moyen,
1,5,2,Projet/Programme,Commercial,ETI,10,Faible,
3,3,4,Qualité,Financier,Technologie,36,Moyen,
1,4,2,Industriel,Financier,Mobilité et Transport,8,Faible,
1,1,2,Industriel,Financier,TPE,2,Faible,
4,3,1,Projet/Programme,Financier,PME,12,Faible,
1,3,1,Industriel,Commercial,Startup,3,Faible,
5,4,2,Projet/Programme,Technique,Mobilité et Transport,40,Moyen,
4,2,4,Industriel,Financier,TPE,32,Moyen,
4,5,4,Industriel,Technique,Technologie,80,Eleve,
4,4,4,Qualité,Cyber & SSI,Innovation,64,Eleve,
4,4,4,Industriel,Technique,TPE,64,Eleve,
4,2,2,Industriel,Financier,Startup,16,Faible,
5,2,2,Industriel,Cyber & SSI,PME,20,Faible,
2,1,3,Qualité,Commercial,PME,6,Faible,
2,4,2,Qualité,Financier,Startup,16,Faible,
1,4,2,Projet/Programme,Technique,Agriculture,8,Faible,
2,2,3,Qualité,Cyber & SSI,Mobilité et Transport,12,Faible,
5,4,4,Industriel,Financier,ETI,80,Eleve,
4,2,4,Projet/Programme,Technique,ETI,32,Moyen,
2,1,2,Projet/Programme,Financier,Technologie,4,Faible,
4,3,2,Industriel,Technique,Startup,24,Faible,
4,1,4,Industriel,Financier,Startup,16,Faible,
5,5,3,Qualité,Financier,ETI,75,Eleve,
1,1,2,Industriel,Financier,TPE,2,Faible,
1,3,2,Projet/Programme,Financier,Technologie,6,Faible,
1,2,1,Qualité,Financier,Innovation,2,Faible,
5,5,2,Industriel,Commercial,Startup,50,Moyen,
5,3,4,Projet/Programme,Financier,Technologie,60,Eleve,
1,1,2,Qualité,Financier,TPE,2,Faible,
4,2,2,Projet/Programme,Technique,PME,16,Faible,
1,5,4,Projet/Programme,Commercial,Technologie,20,Faible,
1,3,2,Qualité,Financier,Technologie,6,Faible,
4,5,1,Projet/Programme,Technique,Innovation,20,Faible,
1,3,5,Industriel,Technique,Startup,15,Faible,
4,4,4,Industriel,Cyber & SSI,PME,64,Eleve,
2,4,4,Qualité,Cyber & SSI,Startup,32,Moyen,
4,5,4,Industriel,Cyber & SSI,Mobilité et Transport,80,Eleve,
2,2,5,Qualité,Technique,Mobilité et Transport,20,Faible,
3,4,2,Qualité,Commercial,Startup,24,Faible,
5,1,4,Qualité,Cyber & SSI,TPE,20,Faible,
5,2,5,Industriel,Financier,Agriculture,50,Moyen,
3,4,2,Projet/Programme,Technique,PME,24,Faible,
2,5,3,Industriel,Commercial,ETI,30,Moyen,
4,4,5,Projet/Programme,Technique,Innovation,80,Eleve,
2,3,2,Projet/Programme,Financier,Agriculture,12,Faible,
3,2,4,Industriel,Cyber & SSI,Technologie,24,Faible,
4,5,2,Projet/Programme,Technique,ETI,40,Moyen,
4,4,2,Industriel,Cyber & SSI,TPE,32,Moyen,
3,4,5,Qualité,Financier,Agriculture,60,Eleve,
4,2,3,Projet/Programme,Commercial,Innovation,24,Faible,
5,4,2,Industriel,Commercial,Startup,40,Moyen,
1,1,4,Industriel,Financier,PME,4,Faible,
4,2,4,Industriel,Cyber & SSI,TPE,32,Moyen,
5,3,3,Industriel,Financier,ETI,45,Moyen,
4,4,2,Projet/Programme,Cyber & SSI,ETI,32,Moyen,
4,4,4,Qualité,Technique,ETI,64,Eleve,
2,1,5,Industriel,Commercial,PME,10,Faible,
3,5,4,Projet/Programme,Cyber & SSI,Innovation,60,Eleve,
4,4,1,Industriel,Cyber & SSI,Agriculture,16,Faible,
5,4,3,Projet/Programme,Technique,PME,60,Eleve,
4,3,4,Qualité,Financier,Mobilité et Transport,48,Moyen,
5,1,2,Projet/Programme,Financier,Agriculture,10,Faible,
4,5,3,Projet/Programme,Commercial,PME,60,Eleve,
2,5,5,Qualité,Cyber & SSI,Agriculture,50,Moyen,
4,4,4,Industriel,Commercial,Technologie,64,Eleve,
5,1,4,Projet/Programme,Financier,TPE,20,Faible,
3,4,3,Industriel,Commercial,Technologie,36,Moyen,
4,5,2,Projet/Programme,Technique,Startup,40,Moyen,
5,2,1,Qualité,Cyber & SSI,Technologie,10,Faible,
3,2,2,Industriel,Commercial,Agriculture,12,Faible,
4,1,5,Projet/Programme,Technique,ETI,20,Faible,
4,4,4,Industriel,Technique,PME,64,Eleve,
3,4,4,Qualité,Technique,Mobilité et Transport,48,Moyen,
4,4,3,Projet/Programme,Financier,PME,48,Moyen,
2,5,1,Qualité,Technique,ETI,10,Faible,
1,3,4,Qualité,Financier,ETI,12,Faible,
2,5,4,Projet/Programme,Commercial,Agriculture,40,Moyen,
4,4,2,Industriel,Technique,Startup,32,Moyen,
2,2,3,Projet/Programme,Commercial,TPE,12,Faible,
5,5,3,Industriel,Commercial,TPE,75,Eleve,
5,5,3,Industriel,Technique,PME,75,Eleve,
4,4,5,Industriel,Cyber & SSI,Mobilité et Transport,80,Eleve,
1,3,2,Qualité,Financier,PME,6,Faible,
4,2,2,Industriel,Commercial,ETI,16,Faible,
5,4,4,Industriel,Financier,Technologie,80,Eleve,
5,4,2,Qualité,Technique,Agriculture,40,Moyen,
1,3,4,Projet/Programme,Financier,Technologie,12,Faible,
4,5,2,Projet/Programme,Financier,Mobilité et Transport,40,Moyen,
1,4,3,Qualité,Cyber & SSI,Startup,12,Faible,
4,3,5,Qualité,Cyber & SSI,PME,60,Eleve,
2,2,3,Industriel,Financier,TPE,12,Faible,
1,4,2,Industriel,Cyber & SSI,Agriculture,8,Faible,
4,2,5,Industriel,Commercial,Startup,40,Moyen,
4,2,5,Industriel,Commercial,ETI,40,Moyen,
3,4,4,Industriel,Cyber & SSI,TPE,48,Moyen,
1,2,1,Projet/Programme,Commercial,TPE,2,Faible,
2,4,4,Projet/Programme,Commercial,ETI,32,Moyen,
1,1,5,Qualité,Cyber & SSI,ETI,5,Faible,
5,4,4,Projet/Programme,Financier,TPE,80,Eleve,
5,4,4,Projet/Programme,Cyber & SSI,PME,80,Eleve,
4,5,2,Qualité,Technique,Innovation,40,Moyen,
5,3,3,Projet/Programme,Financier,Agriculture,45,Moyen,
2,1,1,Qualité,Financier,TPE,2,Faible,
4,5,4,Qualité,Commercial,Agriculture,80,Eleve,
4,1,5,Industriel,Financier,Agriculture,20,Faible,
4,5,4,Projet/Programme,Technique,Mobilité et Transport,80,Eleve,
4,4,3,Projet/Programme,Technique,Technologie,48,Moyen,
5,1,1,Industriel,Technique,Agriculture,5,Faible,
5,5,5,Projet/Programme,Cyber & SSI,Mobilité et Transport,125,Eleve,
2,5,1,Qualité,Financier,PME,10,Faible,
3,2,2,Industriel,Commercial,Startup,12,Faible,
1,2,2,Projet/Programme,Technique,Mobilité et Transport,4,Faible,
5,4,4,Qualité,Technique,TPE,80,Eleve,
4,1,3,Industriel,Cyber & SSI,Startup,12,Faible,
4,1,5,Qualité,Financier,Mobilité et Transport,20,Faible,
4,4,4,Projet/Programme,Commercial,Startup,64,Eleve,
5,2,4,Projet/Programme,Financier,PME,40,Moyen,
4,2,3,Industriel,Cyber & SSI,Innovation,24,Faible,
4,2,4,Qualité,Commercial,Mobilité et Transport,32,Moyen,
3,5,4,Projet/Programme,Commercial,Innovation,60,Eleve,
4,2,3,Industriel,Technique,TPE,24,Faible,
2,4,4,Qualité,Technique,Innovation,32,Moyen,
4,4,5,Projet/Programme,Technique,Mobilité et Transport,80,Eleve,
2,5,1,Projet/Programme,Commercial,Innovation,10,Faible,
1,2,2,Projet/Programme,Technique,ETI,4,Faible,
1,4,3,Projet/Programme,Commercial,Mobilité et Transport,12,Faible,
2,2,2,Qualité,Technique,Startup,8,Faible,
1,4,3,Industriel,Technique,Agriculture,12,Faible,
4,4,3,Qualité,Financier,TPE,48,Moyen,
4,4,2,Projet/Programme,Technique,Mobilité et Transport,32,Moyen,
4,3,5,Industriel,Financier,PME,60,Eleve,
4,4,1,Qualité,Commercial,Innovation,16,Faible,
5,4,2,Projet/Programme,Financier,PME,40,Moyen,
5,1,4,Industriel,Financier,Technologie,20,Faible,
3,3,3,Qualité,Technique,Startup,27,Moyen,
2,5,3,Projet/Programme,Financier,Technologie,30,Moyen,
4,2,1,Industriel,Commercial,TPE,8,Faible,
5,2,4,Industriel,Financier,TPE,40,Moyen,
3,2,1,Projet/Programme,Cyber & SSI,Agriculture,6,Faible,
4,2,1,Industriel,Financier,ETI,8,Faible,
4,4,3,Industriel,Cyber & SSI,ETI,48,Moyen,
5,1,5,Industriel,Cyber & SSI,Agriculture,25,Faible,
2,4,4,Qualité,Financier,ETI,32,Moyen,
4,1,5,Industriel,Technique,ETI,20,Faible,
1,5,2,Qualité,Technique,Agriculture,10,Faible,
5,5,5,Industriel,Cyber & SSI,Technologie,125,Eleve,
4,5,4,Industriel,Commercial,PME,80,Eleve,
3,4,5,Projet/Programme,Technique,ETI,60,Eleve,
4,3,3,Industriel,Commercial,Mobilité et Transport,36,Moyen,
4,5,1,Qualité,Technique,TPE,20,Faible,
5,3,2,Projet/Programme,Commercial,ETI,30,Moyen,
2,5,3,Qualité,Financier,TPE,30,Moyen,
4,5,5,Qualité,Technique,Mobilité et Transport,100,Eleve,
2,4,4,Industriel,Commercial,PME,32,Moyen,
5,4,3,Projet/Programme,Cyber & SSI,Technologie,60,Eleve,
5,4,4,Projet/Programme,Financier,Innovation,80,Eleve,
5,4,5,Industriel,Technique,TPE,100,Eleve,
3,2,2,Projet/Programme,Financier,ETI,12,Faible,
3,4,4,Industriel,Commercial,Technologie,48,Moyen,
5,2,1,Industriel,Technique,TPE,10,Faible,
5,5,1,Qualité,Financier,PME,25,Faible,
4,5,3,Projet/Programme,Technique,PME,60,Eleve,
5,1,4,Projet/Programme,Financier,Startup,20,Faible,
1,4,3,Industriel,Financier,Agriculture,12,Faible,
5,4,4,Projet/Programme,Technique,ETI,80,Eleve,
3,2,2,Industriel,Commercial,Innovation,12,Faible,
4,5,5,Qualité,Cyber & SSI,PME,100,Eleve,
4,3,5,Qualité,Cyber & SSI,Agriculture,60,Eleve,
3,3,4,Qualité,Technique,PME,36,Moyen,
1,4,5,Projet/Programme,Cyber & SSI,ETI,20,Faible,
1,4,5,Industriel,Financier,PME,20,Faible,
3,2,3,Industriel,Commercial,Technologie,18,Faible,
4,4,5,Industriel,Cyber & SSI,PME,80,Eleve,
4,4,5,Projet/Programme,Cyber & SSI,Mobilité et Transport,80,Eleve,
5,5,5,Industriel,Cyber & SSI,PME,125,Eleve,
2,4,3,Projet/Programme,Technique,PME,24,Faible,
2,4,3,Qualité,Financier,ETI,24,Faible,
5,4,2,Industriel,Commercial,ETI,40,Moyen,
3,1,2,Qualité,Commercial,Startup,6,Faible,
4,3,4,Projet/Programme,Financier,Startup,48,Moyen,
4,2,4,Industriel,Financier,PME,32,Moyen,
4,5,5,Qualité,Cyber & SSI,Innovation,100,Eleve,
4,2,2,Industriel,Financier,TPE,16,Faible,
5,4,4,Industriel,Technique,Technologie,80,Eleve,
1,4,5,Industriel,Technique,PME,20,Faible,
1,1,5,Projet/Programme,Commercial,Agriculture,5,Faible,
2,3,2,Qualité,Technique,Technologie,12,Faible,
1,3,5,Qualité,Technique,Mobilité et Transport,15,Faible,
5,1,1,Industriel,Financier,Startup,5,Faible,
2,1,4,Qualité,Technique,Technologie,8,Faible,
4,5,3,Industriel,Technique,TPE,60,Eleve,
1,4,2,Qualité,Technique,Startup,8,Faible,
5,1,5,Industriel,Financier,ETI,25,Faible,
2,5,2,Qualité,Commercial,Agriculture,20,Faible,
4,4,1,Projet/Programme,Technique,Mobilité et Transport,16,Faible,
3,5,4,Qualité,Commercial,Technologie,60,Eleve,
3,4,2,Projet/Programme,Technique,Agriculture,24,Faible,
5,4,4,Industriel,Commercial,PME,80,Eleve,
4,5,5,Industriel,Cyber & SSI,Technologie,100,Eleve,
2,2,4,Projet/Programme,Commercial,TPE,16,Faible,
4,3,3,Industriel,Cyber & SSI,Technologie,36,Moyen,
4,5,3,Industriel,Financier,Technologie,60,Eleve,
5,2,5,Projet/Programme,Commercial,PME,50,Moyen,
1,3,4,Qualité,Commercial,Innovation,12,Faible,
2,5,2,Qualité,Cyber & SSI,TPE,20,Faible,
4,5,4,Projet/Programme,Technique,Startup,80,Eleve,
1,4,4,Qualité,Technique,TPE,16,Faible,
4,4,3,Qualité,Cyber & SSI,Technologie,48,Moyen,
4,1,4,Industriel,Technique,ETI,16,Faible,
4,5,1,Projet/Programme,Cyber & SSI,Agriculture,20,Faible,
4,4,4,Qualité,Financier,PME,64,Eleve,
4,2,4,Industriel,Commercial,Startup,32,Moyen,
3,2,1,Projet/Programme,Commercial,PME,6,Faible,
4,4,5,Industriel,Financier,Technologie,80,Eleve,
2,1,5,Qualité,Financier,TPE,10,Faible,
4,5,1,Projet/Programme,Commercial,Startup,20,Faible,
4,2,1,Industriel,Commercial,TPE,8,Faible,
5,4,4,Industriel,Cyber & SSI,Startup,80,Eleve,
5,2,4,Projet/Programme,Technique,PME,40,Moyen,
5,3,3,Qualité,Cyber & SSI,Startup,45,Moyen,
5,4,4,Projet/Programme,Cyber & SSI,Agriculture,80,Eleve,
5,2,4,Projet/Programme,Financier,Startup,40,Moyen,
5,5,5,Industriel,Cyber & SSI,ETI,125,Eleve,
2,5,3,Qualité,Financier,Innovation,30,Moyen,
1,5,4,Projet/Programme,Financier,ETI,20,Faible,
1,3,4,Projet/Programme,Cyber & SSI,Mobilité et Transport,12,Faible,
5,4,1,Qualité,Cyber & SSI,PME,20,Faible,
4,2,1,Qualité,Cyber & SSI,Agriculture,8,Faible,
2,2,1,Qualité,Financier,Agriculture,4,Faible,
4,2,3,Projet/Programme,Financier,Agriculture,24,Faible,
4,4,4,Qualité,Technique,Innovation,64,Eleve,
5,1,3,Qualité,Financier,Mobilité et Transport,15,Faible,
3,2,4,Qualité,Financier,Technologie,24,Faible,
4,2,5,Projet/Programme,Commercial,Technologie,40,Moyen,
5,4,2,Projet/Programme,Cyber & SSI,TPE,40,Moyen,
1,5,5,Qualité,Commercial,TPE,25,Faible,
5,4,2,Qualité,Technique,PME,40,Moyen,
1,4,4,Qualité,Financier,TPE,16,Faible,
4,5,5,Projet/Programme,Cyber & SSI,Agriculture,100,Eleve,
4,3,2,Projet/Programme,Commercial,Agriculture,24,Faible,
2,2,5,Projet/Programme,Commercial,Startup,20,Faible,
1,4,1,Projet/Programme,Financier,Technologie,4,Faible,
3,4,3,Projet/Programme,Technique,Startup,36,Moyen,
5,4,2,Qualité,Technique,Technologie,40,Moyen,
5,5,1,Industriel,Technique,ETI,25,Faible,
3,4,1,Industriel,Technique,TPE,12,Faible,
4,4,5,Industriel,Commercial,Agriculture,80,Eleve,
2,4,2,Qualité,Commercial,Startup,16,Faible,
1,2,4,Projet/Programme,Technique,TPE,8,Faible,
4,1,1,Industriel,Commercial,Mobilité et Transport,4,Faible,
5,1,5,Projet/Programme,Financier,Agriculture,25,Faible,
5,2,4,Projet/Programme,Financier,Startup,40,Moyen,
3,1,5,Industriel,Commercial,Innovation,15,Faible,
4,4,1,Qualité,Cyber & SSI,TPE,16,Faible,
4,1,5,Industriel,Financier,PME,20,Faible,
2,5,5,Projet/Programme,Technique,Mobilité et Transport,50,Moyen,
5,1,5,Qualité,Technique,ETI,25,Faible,
4,5,4,Projet/Programme,Financier,TPE,80,Eleve,
2,4,2,Qualité,Technique,Innovation,16,Faible,
2,5,5,Industriel,Technique,TPE,50,Moyen,
5,5,5,Industriel,Financier,Startup,125,Eleve,
4,2,3,Industriel,Cyber & SSI,TPE,24,Faible,
1,2,4,Qualité,Financier,TPE,8,Faible,
5,5,2,Qualité,Technique,Agriculture,50,Moyen,
1,4,1,Projet/Programme,Commercial,Startup,4,Faible,
5,3,2,Industriel,Financier,Technologie,30,Moyen,
5,4,2,Industriel,Financier,Agriculture,40,Moyen,
5,4,5,Industriel,Financier,ETI,100,Eleve,
4,5,2,Industriel,Financier,PME,40,Moyen,
2,4,3,Qualité,Technique,Technologie,24,Faible,
5,4,5,Projet/Programme,Financier,Startup,100,Eleve,
5,2,2,Projet/Programme,Technique,Mobilité et Transport,20,Faible,
5,2,4,Industriel,Technique,Startup,40,Moyen,
3,2,4,Qualité,Financier,Technologie,24,Faible,
1,5,4,Industriel,Commercial,Mobilité et Transport,20,Faible,
2,1,5,Industriel,Commercial,Startup,10,Faible,
5,5,2,Qualité,Commercial,PME,50,Moyen,
1,2,1,Qualité,Technique,Mobilité et Transport,2,Faible,
4,1,1,Industriel,Financier,ETI,4,Faible,
5,2,3,Qualité,Financier,PME,30,Moyen,
4,4,5,Qualité,Cyber & SSI,Technologie,80,Eleve,
5,5,2,Industriel,Commercial,Agriculture,50,Moyen,
5,3,2,Qualité,Technique,Mobilité et Transport,30,Moyen,
5,2,5,Projet/Programme,Commercial,Innovation,50,Moyen,
3,2,1,Projet/Programme,Technique,Technologie,6,Faible,
4,4,3,Qualité,Cyber & SSI,Startup,48,Moyen,
4,4,5,Industriel,Cyber & SSI,Innovation,80,Eleve,
3,1,4,Qualité,Financier,Mobilité et Transport,12,Faible,
4,3,2,Projet/Programme,Technique,PME,24,Faible,
4,4,1,Industriel,Commercial,Mobilité et Transport,16,Faible,
3,4,4,Industriel,Cyber & SSI,ETI,48,Moyen,
2,4,3,Qualité,Commercial,ETI,24,Faible,
5,3,4,Projet/Programme,Financier,Technologie,60,Eleve,
4,2,2,Industriel,Cyber & SSI,Mobilité et Transport,16,Faible,
4,2,4,Industriel,Financier,Agriculture,32,Moyen,
4,4,2,Industriel,Commercial,Agriculture,32,Moyen,
3,4,3,Qualité,Technique,Startup,36,Moyen,
5,1,4,Projet/Programme,Cyber & SSI,ETI,20,Faible,
2,5,2,Qualité,Technique,ETI,20,Faible,
4,4,5,Projet/Programme,Technique,Mobilité et Transport,80,Eleve,
2,5,2,Qualité,Technique,Technologie,20,Faible,
3,5,2,Qualité,Commercial,Technologie,30,Moyen,
4,4,4,Industriel,Commercial,Technologie,64,Eleve,
3,1,4,Qualité,Commercial,Innovation,12,Faible,
1,4,2,Qualité,Commercial,PME,8,Faible,
1,4,3,Qualité,Technique,Technologie,12,Faible,
4,5,4,Industriel,Technique,Technologie,80,Eleve,
5,2,2,Qualité,Technique,Mobilité et Transport,20,Faible,
5,2,2,Qualité,Technique,Mobilité et Transport,20,Faible,
4,2,5,Industriel,Cyber & SSI,PME,40,Moyen,
5,4,4,Projet/Programme,Technique,Agriculture,80,Eleve,
5,2,5,Industriel,Financier,Agriculture,50,Moyen,
5,1,4,Industriel,Cyber & SSI,Technologie,20,Faible,
4,4,3,Qualité,Cyber & SSI,Mobilité et Transport,48,Moyen,
1,4,3,Projet/Programme,Financier,PME,12,Faible,
4,5,4,Industriel,Cyber & SSI,ETI,80,Eleve,
5,4,4,Projet/Programme,Commercial,PME,80,Eleve,
3,1,3,Qualité,Financier,Innovation,9,Faible,
5,1,5,Projet/Programme,Financier,Agriculture,25,Faible,
4,5,5,Industriel,Commercial,TPE,100,Eleve,
5,5,2,Projet/Programme,Commercial,ETI,50,Moyen,
4,4,4,Industriel,Commercial,TPE,64,Eleve,
5,4,4,Qualité,Cyber & SSI,PME,80,Eleve,
2,3,4,Qualité,Cyber & SSI,ETI,24,Faible,
5,4,2,Projet/Programme,Technique,ETI,40,Moyen,
1,3,4,Qualité,Technique,Technologie,12,Faible,
5,2,4,Industriel,Financier,Technologie,40,Moyen,
4,3,2,Projet/Programme,Financier,Startup,24,Faible,
1,4,3,Industriel,Commercial,Technologie,12,Faible,
5,2,2,Projet/Programme,Commercial,Startup,20,Faible,
4,4,4,Industriel,Technique,Agriculture,64,Eleve,
4,2,4,Projet/Programme,Cyber & SSI,Agriculture,32,Moyen,
5,5,4,Industriel,Cyber & SSI,Mobilité et Transport,100,Eleve,
2,2,3,Industriel,Financier,Startup,12,Faible,
2,5,4,Qualité,Cyber & SSI,ETI,40,Moyen,
5,4,5,Qualité,Technique,Technologie,100,Eleve,
4,4,4,Projet/Programme,Technique,PME,64,Eleve,
3,5,4,Industriel,Technique,PME,60,Eleve,
5,2,3,Projet/Programme,Financier,Technologie,30,Moyen,
4,5,4,Qualité,Cyber & SSI,Innovation,80,Eleve,
4,2,2,Projet/Programme,Commercial,ETI,16,Faible,
4,4,4,Industriel,Financier,Startup,64,Eleve,
5,4,1,Industriel,Cyber & SSI,Startup,20,Faible,
5,4,2,Industriel,Commercial,ETI,40,Moyen,
3,4,3,Qualité,Cyber & SSI,Mobilité et Transport,36,Moyen,
5,5,4,Projet/Programme,Cyber & SSI,Technologie,100,Eleve,
4,4,5,Industriel,Cyber & SSI,Technologie,80,Eleve,
1,5,5,Industriel,Technique,Startup,25,Faible,
1,5,2,Qualité,Commercial,ETI,10,Faible,
4,2,4,Industriel,Cyber & SSI,TPE,32,Moyen,
4,4,1,Industriel,Technique,ETI,16,Faible,
3,2,1,Projet/Programme,Commercial,Mobilité et Transport,6,Faible,
3,4,5,Qualité,Financier,PME,60,Eleve,
2,1,4,Industriel,Cyber & SSI,ETI,8,Faible,
5,5,1,Projet/Programme,Commercial,PME,25,Faible,
4,4,1,Qualité,Commercial,Agriculture,16,Faible,
1,1,2,Industriel,Technique,Mobilité et Transport,2,Faible,
4,5,5,Industriel,Technique,Mobilité et Transport,100,Eleve,
4,1,4,Industriel,Financier,ETI,16,Faible,
4,4,2,Projet/Programme,Cyber & SSI,Agriculture,32,Moyen,
2,5,4,Projet/Programme,Technique,Innovation,40,Moyen,
4,4,5,Industriel,Financier,PME,80,Eleve,
2,4,4,Qualité,Technique,Startup,32,Moyen,
5,1,5,Industriel,Cyber & SSI,Agriculture,25,Faible,
4,1,2,Projet/Programme,Commercial,ETI,8,Faible,
3,5,4,Qualité,Cyber & SSI,Agriculture,60,Eleve,
1,5,4,Projet/Programme,Technique,Startup,20,Faible,
3,2,2,Industriel,Commercial,Innovation,12,Faible,
1,3,2,Qualité,Technique,Agriculture,6,Faible,
5,5,5,Qualité,Financier,PME,125,Eleve,
4,4,2,Qualité,Cyber & SSI,Agriculture,32,Moyen,
4,4,4,Projet/Programme,Cyber & SSI,Technologie,64,Eleve,
5,2,3,Qualité,Financier,Startup,30,Moyen,
1,3,2,Qualité,Technique,TPE,6,Faible,
3,1,5,Industriel,Financier,Startup,15,Faible,
5,5,4,Industriel,Technique,TPE,100,Eleve,
5,3,2,Industriel,Financier,Startup,30,Moyen,
5,4,4,Industriel,Cyber & SSI,ETI,80,Eleve,
5,5,1,Projet/Programme,Technique,Innovation,25,Faible,
4,2,3,Industriel,Commercial,TPE,24,Faible,
1,4,2,Qualité,Technique,PME,8,Faible,
5,4,5,Qualité,Financier,ETI,100,Eleve,
5,4,4,Qualité,Financier,TPE,80,Eleve,
4,2,4,Industriel,Financier,Mobilité et Transport,32,Moyen,
2,4,2,Qualité,Commercial,TPE,16,Faible,
4,2,4,Projet/Programme,Financier,Startup,32,Moyen,
4,4,2,Projet/Programme,Cyber & SSI,ETI,32,Moyen,
4,4,4,Projet/Programme,Cyber & SSI,Mobilité et Transport,64,Eleve,
5,5,3,Industriel,Cyber & SSI,PME,75,Eleve,
4,4,2,Qualité,Technique,Agriculture,32,Moyen,
5,2,5,Qualité,Financier,Mobilité et Transport,50,Moyen,
1,5,5,Industriel,Commercial,Innovation,25,Faible,
2,5,1,Qualité,Cyber & SSI,TPE,10,Faible,
5,5,5,Projet/Programme,Cyber & SSI,Startup,125,Eleve,
5,4,2,Qualité,Commercial,Innovation,40,Moyen,
1,5,2,Industriel,Technique,Mobilité et Transport,10,Faible,
2,5,5,Qualité,Financier,Startup,50,Moyen,
5,4,4,Industriel,Cyber & SSI,Agriculture,80,Eleve,
5,5,4,Qualité,Technique,Innovation,100,Eleve,
2,2,2,Qualité,Commercial,PME,8,Faible,
5,4,4,Projet/Programme,Cyber & SSI,Agriculture,80,Eleve,
5,5,3,Industriel,Cyber & SSI,ETI,75,Eleve,
1,3,3,Projet/Programme,Financier,ETI,9,Faible,
2,5,3,Qualité,Technique,TPE,30,Moyen,
5,5,4,Industriel,Commercial,Innovation,100,Eleve,
3,2,5,Qualité,Financier,TPE,30,Moyen,
4,1,4,Industriel,Commercial,Technologie,16,Faible,
5,4,1,Industriel,Financier,Technologie,20,Faible,
4,2,3,Industriel,Technique,PME,24,Faible,
4,4,1,Projet/Programme,Commercial,TPE,16,Faible,
4,4,4,Qualité,Cyber & SSI,Innovation,64,Eleve,
3,2,4,Industriel,Financier,Technologie,24,Faible,
2,5,4,Qualité,Financier,PME,40,Moyen,
4,4,4,Projet/Programme,Cyber & SSI,Agriculture,64,Eleve,
2,5,2,Qualité,Commercial,Technologie,20,Faible,
1,3,5,Industriel,Commercial,Mobilité et Transport,15,Faible,
5,4,5,Industriel,Technique,Technologie,100,Eleve,
1,4,2,Qualité,Technique,ETI,8,Faible,
4,5,4,Industriel,Financier,Mobilité et Transport,80,Eleve,
5,2,5,Projet/Programme,Financier,Technologie,50,Moyen,
4,2,5,Industriel,Cyber & SSI,Startup,40,Moyen,
1,5,2,Projet/Programme,Commercial,Startup,10,Faible,
2,5,4,Industriel,Financier,Startup,40,Moyen,
1,3,2,Qualité,Technique,Mobilité et Transport,6,Faible,
1,4,3,Qualité,Cyber & SSI,ETI,12,Faible,
4,5,3,Projet/Programme,Technique,Innovation,60,Eleve,
5,5,5,Projet/Programme,Technique,TPE,125,Eleve,
2,5,5,Industriel,Commercial,ETI,50,Moyen,
4,5,4,Qualité,Technique,Mobilité et Transport,80,Eleve,
4,5,4,Projet/Programme,Cyber & SSI,Agriculture,80,Eleve,
